Date,County,Vehicle Primary Use,BEV Registered,PHEV Registerd,EV Total,Non-EV Total,Total Vehicles,Percent EV
8/31/2022,Benton,Passenger,816,471,1287,135434,136721,0.94
8/31/2022,Benton,Truck,5,0,5,43443,43448,0.01
9/30/2022,Benton,Passenger,833,480,1313,135646,136959,0.96
9/30/2022,Benton,Truck,5,0,5,43412,43417,0.01
10/31/2022,Benton,Passenger,867,485,1352,135738,137090,0.99
10/31/2022,Benton,Truck,7,0,7,43347,43354,0.02
11/30/2022,Benton,Passenger,914,491,1405,135781,137186,1.02
11/30/2022,Benton,Truck,7,0,7,43389,43396,0.02
12/31/2022,Benton,Passenger,931,500,1431,135591,137022,1.04
12/31/2022,Benton,Truck,10,0,10,43279,43289,0.02
1/31/2023,Benton,Truck,13,0,13,43202,43215,0.03
1/31/2023,Benton,Passenger,958,513,1471,135602,137073,1.07
2/28/2023,Benton,Passenger,987,518,1505,135244,136749,1.1
2/28/2023,Benton,Truck,16,0,16,43138,43154,0.04
3/31/2023,Benton,Passenger,1037,530,1567,134637,136204,1.15
3/31/2023,Benton,Truck,17,0,17,42977,42994,0.04
4/30/2023,Benton,Passenger,1085,546,1631,133769,135400,1.2
4/30/2023,Benton,Truck,20,0,20,42634,42654,0.05
5/31/2023,Benton,Passenger,1107,552,1659,132042,133701,1.24
5/31/2023,Benton,Truck,23,0,23,41907,41930,0.05
1/31/2017,Chelan,Truck,0,0,0,21262,21262,0
1/31/2017,Chelan,Passenger,54,28,82,51899,51981,0.16
2/28/2017,Chelan,Passenger,55,29,84,51756,51840,0.16
2/28/2017,Chelan,Truck,0,0,0,21250,21250,0
3/31/2017,Chelan,Passenger,55,30,85,51679,51764,0.16
3/31/2017,Chelan,Truck,0,0,0,21220,21220,0
4/30/2017,Chelan,Truck,0,0,0,21208,21208,0
4/30/2017,Chelan,Passenger,55,31,86,51695,51781,0.17
5/31/2017,Chelan,Truck,0,0,0,21249,21249,0
5/31/2017,Chelan,Passenger,60,36,96,51875,51971,0.18
6/30/2017,Chelan,Truck,0,0,0,21303,21303,0
6/30/2017,Chelan,Passenger,67,37,104,52044,52148,0.2
7/31/2017,Chelan,Passenger,68,35,103,52135,52238,0.2
7/31/2017,Chelan,Truck,0,0,0,21330,21330,0
8/31/2017,Chelan,Passenger,72,36,108,52309,52417,0.21
8/31/2017,Chelan,Truck,0,0,0,21364,21364,0
9/30/2017,Chelan,Truck,0,0,0,21415,21415,0
9/30/2017,Chelan,Passenger,75,37,112,52502,52614,0.21
10/31/2017,Chelan,Truck,0,0,0,21491,21491,0
10/31/2017,Chelan,Passenger,77,36,113,52717,52830,0.21
11/30/2017,Chelan,Truck,0,0,0,21520,21520,0
11/30/2017,Chelan,Passenger,83,36,119,52831,52950,0.22
12/31/2017,Chelan,Truck,0,0,0,21619,21619,0
12/31/2017,Chelan,Passenger,86,38,124,53026,53150,0.23
1/31/2018,Chelan,Truck,0,0,0,21676,21676,0
1/31/2018,Chelan,Passenger,94,38,132,53234,53366,0.25
2/28/2018,Chelan,Truck,0,0,0,21667,21667,0
2/28/2018,Chelan,Passenger,94,39,133,53236,53369,0.25
3/31/2018,Chelan,Passenger,96,41,137,53346,53483,0.26
3/31/2018,Chelan,Truck,0,0,0,21719,21719,0
4/30/2018,Chelan,Passenger,98,45,143,53397,53540,0.27
4/30/2018,Chelan,Truck,0,0,0,21762,21762,0
5/31/2018,Chelan,Truck,0,0,0,21822,21822,0
5/31/2018,Chelan,Passenger,103,49,152,53497,53649,0.28
6/30/2018,Chelan,Truck,0,0,0,21871,21871,0
6/30/2018,Chelan,Passenger,110,53,163,53555,53718,0.3
7/31/2018,Chelan,Passenger,112,52,164,53577,53741,0.31
7/31/2018,Chelan,Truck,0,0,0,21949,21949,0
8/31/2018,Chelan,Passenger,114,55,169,53725,53894,0.31
8/31/2018,Chelan,Truck,0,0,0,21982,21982,0
9/30/2018,Chelan,Truck,0,0,0,22026,22026,0
9/30/2018,Chelan,Passenger,117,59,176,53805,53981,0.33
10/31/2018,Chelan,Truck,0,0,0,22057,22057,0
10/31/2018,Chelan,Passenger,126,59,185,53933,54118,0.34
11/30/2018,Chelan,Passenger,135,60,195,54065,54260,0.36
11/30/2018,Chelan,Truck,0,0,0,22081,22081,0
12/31/2018,Chelan,Passenger,140,61,201,54139,54340,0.37
12/31/2018,Chelan,Truck,0,0,0,22051,22051,0
1/31/2019,Chelan,Passenger,140,64,204,54208,54412,0.37
1/31/2019,Chelan,Truck,0,0,0,22106,22106,0
2/28/2019,Chelan,Truck,0,0,0,22096,22096,0
2/28/2019,Chelan,Passenger,145,66,211,54161,54372,0.39
3/31/2019,Chelan,Passenger,144,67,211,54160,54371,0.39
3/31/2019,Chelan,Truck,0,0,0,22125,22125,0
4/30/2019,Chelan,Passenger,147,66,213,54297,54510,0.39
4/30/2019,Chelan,Truck,0,0,0,22171,22171,0
5/31/2019,Chelan,Truck,0,0,0,22241,22241,0
5/31/2019,Chelan,Passenger,153,67,220,54340,54560,0.4
6/30/2019,Chelan,Passenger,157,68,225,54357,54582,0.41
6/30/2019,Chelan,Truck,0,0,0,22281,22281,0
7/31/2019,Chelan,Passenger,161,68,229,54435,54664,0.42
7/31/2019,Chelan,Truck,0,0,0,22349,22349,0
8/31/2019,Chelan,Passenger,165,70,235,54459,54694,0.43
8/31/2019,Chelan,Truck,0,0,0,22366,22366,0
9/30/2019,Chelan,Passenger,174,71,245,54517,54762,0.45
9/30/2019,Chelan,Truck,0,0,0,22420,22420,0
10/31/2019,Chelan,Truck,0,0,0,22495,22495,0
10/31/2019,Chelan,Passenger,191,75,266,54661,54927,0.48
11/30/2019,Chelan,Truck,0,0,0,22517,22517,0
11/30/2019,Chelan,Passenger,196,75,271,54650,54921,0.49
12/31/2019,Chelan,Passenger,201,78,279,54630,54909,0.51
12/31/2019,Chelan,Truck,0,0,0,22549,22549,0
1/31/2020,Chelan,Truck,0,0,0,22573,22573,0
1/31/2020,Chelan,Passenger,213,77,290,54625,54915,0.53
2/29/2020,Chelan,Passenger,216,78,294,54614,54908,0.54
2/29/2020,Chelan,Truck,0,0,0,22573,22573,0
3/31/2020,Chelan,Passenger,220,79,299,54490,54789,0.55
3/31/2020,Chelan,Truck,0,0,0,22552,22552,0
4/30/2020,Chelan,Truck,0,0,0,22462,22462,0
4/30/2020,Chelan,Passenger,224,80,304,54240,54544,0.56
5/31/2020,Chelan,Passenger,228,78,306,54118,54424,0.56
5/31/2020,Chelan,Truck,0,0,0,22437,22437,0
6/30/2020,Chelan,Truck,0,0,0,22523,22523,0
6/30/2020,Chelan,Passenger,231,78,309,54192,54501,0.57
7/31/2020,Chelan,Truck,0,0,0,22630,22630,0
7/31/2020,Chelan,Passenger,240,82,322,54237,54559,0.59
8/31/2020,Chelan,Passenger,248,80,328,54181,54509,0.6
8/31/2020,Chelan,Truck,0,0,0,22679,22679,0
9/30/2020,Chelan,Truck,0,0,0,22731,22731,0
9/30/2020,Chelan,Passenger,260,80,340,54311,54651,0.62
10/31/2020,Chelan,Truck,0,0,0,22774,22774,0
10/31/2020,Chelan,Passenger,265,82,347,54378,54725,0.63
11/30/2020,Chelan,Passenger,271,84,355,54379,54734,0.65
11/30/2020,Chelan,Truck,0,0,0,22782,22782,0
12/31/2020,Chelan,Passenger,278,88,366,54506,54872,0.67
12/31/2020,Chelan,Truck,0,0,0,22808,22808,0
1/31/2021,Chelan,Truck,0,0,0,22846,22846,0
1/31/2021,Chelan,Passenger,294,87,381,54483,54864,0.69
2/28/2021,Chelan,Passenger,301,88,389,54494,54883,0.71
2/28/2021,Chelan,Truck,0,0,0,22881,22881,0
3/31/2021,Chelan,Truck,0,0,0,22990,22990,0
3/31/2021,Chelan,Passenger,304,94,398,54539,54937,0.72
4/30/2021,Chelan,Passenger,314,93,407,54675,55082,0.74
4/30/2021,Chelan,Truck,0,0,0,23070,23070,0
5/31/2021,Chelan,Truck,0,0,0,23104,23104,0
5/31/2021,Chelan,Passenger,322,98,420,54731,55151,0.76
6/30/2021,Chelan,Truck,0,0,0,23129,23129,0
6/30/2021,Chelan,Passenger,336,99,435,54747,55182,0.79
7/31/2021,Chelan,Passenger,350,101,451,54718,55169,0.82
7/31/2021,Chelan,Truck,0,0,0,23103,23103,0
8/31/2021,Chelan,Passenger,364,102,466,54721,55187,0.84
8/31/2021,Chelan,Truck,0,0,0,23088,23088,0
9/30/2021,Chelan,Passenger,375,104,479,54766,55245,0.87
9/30/2021,Chelan,Truck,0,0,0,23104,23104,0
10/31/2021,Chelan,Truck,0,0,0,23076,23076,0
10/31/2021,Chelan,Passenger,385,110,495,54682,55177,0.9
11/30/2021,Chelan,Passenger,400,113,513,54706,55219,0.93
11/30/2021,Chelan,Truck,0,0,0,23095,23095,0
12/31/2021,Chelan,Truck,0,0,0,23109,23109,0
12/31/2021,Chelan,Passenger,408,114,522,54689,55211,0.95
1/31/2022,Chelan,Passenger,421,117,538,54591,55129,0.98
1/31/2022,Chelan,Truck,0,0,0,23063,23063,0
2/28/2022,Chelan,Truck,0,0,0,23076,23076,0
2/28/2022,Chelan,Passenger,429,121,550,54570,55120,1
3/31/2022,Chelan,Passenger,437,122,559,54598,55157,1.01
3/31/2022,Chelan,Truck,0,0,0,23050,23050,0
4/30/2022,Chelan,Passenger,447,124,571,54527,55098,1.04
4/30/2022,Chelan,Truck,0,0,0,23069,23069,0
5/31/2022,Chelan,Passenger,450,126,576,54387,54963,1.05
5/31/2022,Chelan,Truck,2,0,2,23069,23071,0.01
6/30/2022,Chelan,Passenger,461,126,587,54359,54946,1.07
6/30/2022,Chelan,Truck,3,0,3,23070,23073,0.01
7/31/2022,Chelan,Truck,4,0,4,23058,23062,0.02
7/31/2022,Chelan,Passenger,478,125,603,54252,54855,1.1
8/31/2022,Chelan,Truck,5,0,5,23066,23071,0.02
8/31/2022,Chelan,Passenger,486,134,620,54206,54826,1.13
9/30/2022,Chelan,Truck,6,0,6,23088,23094,0.03
9/30/2022,Chelan,Passenger,494,135,629,54162,54791,1.15
10/31/2022,Chelan,Truck,8,0,8,23066,23074,0.03
10/31/2022,Chelan,Passenger,507,140,647,54206,54853,1.18
11/30/2022,Chelan,Truck,11,0,11,23115,23126,0.05
11/30/2022,Chelan,Passenger,525,142,667,54275,54942,1.21
12/31/2022,Chelan,Passenger,537,143,680,54229,54909,1.24
12/31/2022,Chelan,Truck,13,0,13,23060,23073,0.06
1/31/2023,Chelan,Truck,15,0,15,23049,23064,0.07
1/31/2023,Chelan,Passenger,556,147,703,54262,54965,1.28
2/28/2023,Chelan,Passenger,566,150,716,54151,54867,1.3
2/28/2023,Chelan,Truck,19,0,19,23034,23053,0.08
3/31/2023,Chelan,Truck,23,0,23,22966,22989,0.1
3/31/2023,Chelan,Passenger,580,148,728,53886,54614,1.33
4/30/2023,Chelan,Passenger,602,151,753,53583,54336,1.39
4/30/2023,Chelan,Truck,26,0,26,22830,22856,0.11
5/31/2023,Chelan,Passenger,610,153,763,53065,53828,1.42
5/31/2023,Chelan,Truck,29,0,29,22550,22579,0.13
1/31/2017,Clallam,Truck,0,0,0,21046,21046,0
1/31/2017,Clallam,Passenger,73,64,137,48007,48144,0.28
2/28/2017,Clallam,Passenger,75,64,139,47983,48122,0.29
2/28/2017,Clallam,Truck,0,0,0,21031,21031,0
3/31/2017,Clallam,Truck,0,0,0,21043,21043,0
3/31/2017,Clallam,Passenger,77,65,142,48079,48221,0.29
4/30/2017,Clallam,Passenger,80,68,148,48128,48276,0.31
4/30/2017,Clallam,Truck,0,0,0,20964,20964,0
5/31/2017,Clallam,Truck,0,0,0,20961,20961,0
5/31/2017,Clallam,Passenger,84,74,158,48205,48363,0.33
6/30/2017,Clallam,Truck,0,0,0,21018,21018,0
6/30/2017,Clallam,Passenger,90,76,166,48374,48540,0.34
7/31/2017,Clallam,Truck,0,0,0,21045,21045,0
7/31/2017,Clallam,Passenger,93,77,170,48418,48588,0.35
8/31/2017,Clallam,Passenger,96,79,175,48547,48722,0.36
8/31/2017,Clallam,Truck,0,0,0,21060,21060,0
9/30/2017,Clallam,Passenger,95,83,178,48610,48788,0.36
9/30/2017,Clallam,Truck,0,0,0,21086,21086,0
10/31/2017,Clallam,Passenger,96,85,181,48724,48905,0.37
10/31/2017,Clallam,Truck,0,0,0,21148,21148,0
11/30/2017,Clallam,Passenger,98,86,184,48867,49051,0.38
11/30/2017,Clallam,Truck,0,0,0,21181,21181,0
12/31/2017,Clallam,Passenger,99,91,190,49058,49248,0.39
12/31/2017,Clallam,Truck,0,0,0,21218,21218,0
1/31/2018,Clallam,Passenger,106,95,201,49283,49484,0.41
1/31/2018,Clallam,Truck,0,0,0,21280,21280,0
2/28/2018,Clallam,Passenger,109,101,210,49359,49569,0.42
2/28/2018,Clallam,Truck,0,0,0,21289,21289,0
3/31/2018,Clallam,Passenger,119,104,223,49508,49731,0.45
3/31/2018,Clallam,Truck,0,0,0,21314,21314,0
4/30/2018,Clallam,Passenger,117,105,222,49609,49831,0.45
4/30/2018,Clallam,Truck,0,0,0,21359,21359,0
5/31/2018,Clallam,Truck,0,0,0,21412,21412,0
5/31/2018,Clallam,Passenger,119,110,229,49788,50017,0.46
6/30/2018,Clallam,Passenger,124,112,236,49920,50156,0.47
6/30/2018,Clallam,Truck,0,0,0,21442,21442,0
7/31/2018,Clallam,Passenger,127,111,238,49986,50224,0.47
7/31/2018,Clallam,Truck,0,0,0,21477,21477,0
8/31/2018,Clallam,Truck,0,0,0,21475,21475,0
8/31/2018,Clallam,Passenger,128,115,243,50126,50369,0.48
9/30/2018,Clallam,Passenger,129,122,251,50176,50427,0.5
9/30/2018,Clallam,Truck,0,0,0,21491,21491,0
10/31/2018,Clallam,Truck,0,0,0,21568,21568,0
10/31/2018,Clallam,Passenger,136,119,255,50312,50567,0.5
11/30/2018,Clallam,Truck,0,0,0,21613,21613,0
11/30/2018,Clallam,Passenger,147,121,268,50334,50602,0.53
12/31/2018,Clallam,Truck,0,0,0,21641,21641,0
12/31/2018,Clallam,Passenger,150,124,274,50363,50637,0.54
1/31/2019,Clallam,Passenger,152,128,280,50412,50692,0.55
1/31/2019,Clallam,Truck,0,0,0,21630,21630,0
2/28/2019,Clallam,Truck,0,0,0,21575,21575,0
2/28/2019,Clallam,Passenger,153,127,280,50353,50633,0.55
3/31/2019,Clallam,Truck,0,0,0,21615,21615,0
3/31/2019,Clallam,Passenger,154,129,283,50327,50610,0.56
4/30/2019,Clallam,Truck,0,0,0,21680,21680,0
4/30/2019,Clallam,Passenger,160,132,292,50467,50759,0.58
5/31/2019,Clallam,Truck,0,0,0,21745,21745,0
5/31/2019,Clallam,Passenger,167,137,304,50572,50876,0.6
6/30/2019,Clallam,Passenger,173,141,314,50509,50823,0.62
6/30/2019,Clallam,Truck,1,0,1,21739,21740,0
7/31/2019,Clallam,Truck,1,0,1,21811,21812,0
7/31/2019,Clallam,Passenger,177,144,321,50647,50968,0.63
8/31/2019,Clallam,Passenger,184,148,332,50734,51066,0.65
8/31/2019,Clallam,Truck,1,0,1,21823,21824,0
9/30/2019,Clallam,Passenger,185,151,336,50859,51195,0.66
9/30/2019,Clallam,Truck,1,0,1,21841,21842,0
10/31/2019,Clallam,Truck,1,0,1,21844,21845,0
10/31/2019,Clallam,Passenger,194,150,344,50939,51283,0.67
11/30/2019,Clallam,Passenger,195,153,348,50910,51258,0.68
11/30/2019,Clallam,Truck,1,0,1,21844,21845,0
12/31/2019,Clallam,Passenger,196,157,353,50871,51224,0.69
12/31/2019,Clallam,Truck,1,0,1,21869,21870,0
1/31/2020,Clallam,Truck,1,0,1,21853,21854,0
1/31/2020,Clallam,Passenger,203,163,366,50914,51280,0.71
2/29/2020,Clallam,Truck,1,0,1,21837,21838,0
2/29/2020,Clallam,Passenger,206,163,369,50804,51173,0.72
3/31/2020,Clallam,Truck,1,0,1,21815,21816,0
3/31/2020,Clallam,Passenger,214,166,380,50661,51041,0.74
4/30/2020,Clallam,Passenger,219,166,385,50341,50726,0.76
4/30/2020,Clallam,Truck,1,0,1,21694,21695,0
5/31/2020,Clallam,Passenger,222,165,387,50115,50502,0.77
5/31/2020,Clallam,Truck,1,0,1,21669,21670,0
6/30/2020,Clallam,Passenger,228,168,396,50091,50487,0.78
6/30/2020,Clallam,Truck,1,0,1,21758,21759,0
7/31/2020,Clallam,Truck,1,0,1,21697,21698,0
7/31/2020,Clallam,Passenger,237,169,406,50055,50461,0.8
8/31/2020,Clallam,Passenger,239,171,410,49946,50356,0.81
8/31/2020,Clallam,Truck,1,0,1,21704,21705,0
9/30/2020,Clallam,Passenger,245,173,418,49884,50302,0.83
9/30/2020,Clallam,Truck,1,0,1,21774,21775,0
10/31/2020,Clallam,Truck,1,0,1,21766,21767,0
10/31/2020,Clallam,Passenger,252,173,425,49895,50320,0.84
11/30/2020,Clallam,Truck,1,0,1,21783,21784,0
11/30/2020,Clallam,Passenger,262,176,438,49875,50313,0.87
12/31/2020,Clallam,Truck,1,0,1,21832,21833,0
12/31/2020,Clallam,Passenger,273,185,458,49924,50382,0.91
1/31/2021,Clallam,Passenger,281,190,471,49975,50446,0.93
1/31/2021,Clallam,Truck,1,0,1,21870,21871,0
2/28/2021,Clallam,Truck,1,0,1,21902,21903,0
2/28/2021,Clallam,Passenger,282,195,477,49995,50472,0.95
3/31/2021,Clallam,Truck,1,0,1,21956,21957,0
3/31/2021,Clallam,Passenger,299,199,498,50127,50625,0.98
4/30/2021,Clallam,Passenger,309,206,515,50407,50922,1.01
4/30/2021,Clallam,Truck,1,0,1,21993,21994,0
5/31/2021,Clallam,Passenger,321,208,529,50431,50960,1.04
5/31/2021,Clallam,Truck,1,0,1,22006,22007,0
6/30/2021,Clallam,Truck,1,0,1,22027,22028,0
6/30/2021,Clallam,Passenger,329,217,546,50497,51043,1.07
7/31/2021,Clallam,Truck,1,0,1,22037,22038,0
7/31/2021,Clallam,Passenger,341,220,561,50470,51031,1.1
8/31/2021,Clallam,Passenger,350,220,570,50516,51086,1.12
8/31/2021,Clallam,Truck,1,0,1,22027,22028,0
9/30/2021,Clallam,Truck,1,0,1,22021,22022,0
9/30/2021,Clallam,Passenger,359,229,588,50563,51151,1.15
10/31/2021,Clallam,Passenger,365,235,600,50535,51135,1.17
10/31/2021,Clallam,Truck,1,0,1,22066,22067,0
11/30/2021,Clallam,Truck,1,0,1,22118,22119,0
11/30/2021,Clallam,Passenger,372,238,610,50521,51131,1.19
12/31/2021,Clallam,Passenger,383,239,622,50398,51020,1.22
12/31/2021,Clallam,Truck,1,0,1,22127,22128,0
1/31/2022,Clallam,Passenger,391,241,632,50253,50885,1.24
1/31/2022,Clallam,Truck,1,0,1,22145,22146,0
2/28/2022,Clallam,Truck,1,0,1,22106,22107,0
2/28/2022,Clallam,Passenger,393,243,636,50155,50791,1.25
3/31/2022,Clallam,Truck,1,0,1,22062,22063,0
3/31/2022,Clallam,Passenger,402,240,642,49992,50634,1.27
4/30/2022,Clallam,Passenger,404,241,645,49844,50489,1.28
4/30/2022,Clallam,Truck,1,0,1,22003,22004,0
5/31/2022,Clallam,Passenger,410,244,654,49797,50451,1.3
5/31/2022,Clallam,Truck,1,0,1,21962,21963,0
6/30/2022,Clallam,Passenger,421,249,670,49798,50468,1.33
6/30/2022,Clallam,Truck,3,0,3,21941,21944,0.01
7/31/2022,Clallam,Truck,3,0,3,21902,21905,0.01
7/31/2022,Clallam,Passenger,432,246,678,49679,50357,1.35
8/31/2022,Clallam,Passenger,435,247,682,49573,50255,1.36
8/31/2022,Clallam,Truck,4,0,4,21884,21888,0.02
9/30/2022,Clallam,Passenger,441,249,690,49508,50198,1.37
9/30/2022,Clallam,Truck,6,0,6,21891,21897,0.03
10/31/2022,Clallam,Passenger,454,256,710,49472,50182,1.41
10/31/2022,Clallam,Truck,7,0,7,21882,21889,0.03
11/30/2022,Clallam,Passenger,468,261,729,49429,50158,1.45
11/30/2022,Clallam,Truck,8,0,8,21866,21874,0.04
12/31/2022,Clallam,Truck,8,0,8,21845,21853,0.04
12/31/2022,Clallam,Passenger,480,262,742,49389,50131,1.48
1/31/2023,Clallam,Passenger,497,267,764,49268,50032,1.53
1/31/2023,Clallam,Truck,9,0,9,21790,21799,0.04
2/28/2023,Clallam,Truck,12,0,12,21720,21732,0.06
2/28/2023,Clallam,Passenger,501,271,772,49133,49905,1.55
3/31/2023,Clallam,Passenger,504,273,777,48885,49662,1.56
3/31/2023,Clallam,Truck,17,0,17,21564,21581,0.08
4/30/2023,Clallam,Passenger,515,275,790,48506,49296,1.6
4/30/2023,Clallam,Truck,18,0,18,21436,21454,0.08
5/31/2023,Clallam,Truck,20,0,20,21209,21229,0.09
5/31/2023,Clallam,Passenger,528,272,800,47905,48705,1.64
1/31/2017,Clark,Truck,0,0,0,77522,77522,0
1/31/2017,Clark,Passenger,673,426,1099,297826,298925,0.37
2/28/2017,Clark,Passenger,695,434,1129,297939,299068,0.38
2/28/2017,Clark,Truck,0,0,0,77521,77521,0
3/31/2017,Clark,Truck,0,0,0,77574,77574,0
3/31/2017,Clark,Passenger,718,454,1172,298275,299447,0.39
4/30/2017,Clark,Passenger,755,471,1226,298480,299706,0.41
4/30/2017,Clark,Truck,0,0,0,77563,77563,0
5/31/2017,Clark,Passenger,770,489,1259,298805,300064,0.42
5/31/2017,Clark,Truck,0,0,0,77599,77599,0
6/30/2017,Clark,Truck,0,0,0,77650,77650,0
6/30/2017,Clark,Passenger,787,504,1291,299559,300850,0.43
7/31/2017,Clark,Passenger,795,517,1312,299966,301278,0.44
7/31/2017,Clark,Truck,0,0,0,77739,77739,0
8/31/2017,Clark,Passenger,794,528,1322,300782,302104,0.44
8/31/2017,Clark,Truck,0,0,0,77899,77899,0
9/30/2017,Clark,Truck,0,0,0,77869,77869,0
9/30/2017,Clark,Passenger,810,542,1352,301414,302766,0.45
10/31/2017,Clark,Passenger,829,559,1388,302270,303658,0.46
10/31/2017,Clark,Truck,0,0,0,78123,78123,0
11/30/2017,Clark,Truck,0,0,0,78248,78248,0
11/30/2017,Clark,Passenger,840,558,1398,303196,304594,0.46
12/31/2017,Clark,Truck,0,0,0,78388,78388,0
12/31/2017,Clark,Passenger,851,572,1423,304280,305703,0.47
1/31/2018,Clark,Passenger,873,598,1471,305311,306782,0.48
1/31/2018,Clark,Truck,0,0,0,78580,78580,0
2/28/2018,Clark,Passenger,888,615,1503,305316,306819,0.49
2/28/2018,Clark,Truck,0,0,0,78571,78571,0
3/31/2018,Clark,Passenger,918,640,1558,306010,307568,0.51
3/31/2018,Clark,Truck,0,0,0,78627,78627,0
4/30/2018,Clark,Truck,0,0,0,78733,78733,0
4/30/2018,Clark,Passenger,943,656,1599,306452,308051,0.52
5/31/2018,Clark,Truck,0,0,0,78916,78916,0
5/31/2018,Clark,Passenger,963,695,1658,307156,308814,0.54
6/30/2018,Clark,Passenger,1009,718,1727,307976,309703,0.56
6/30/2018,Clark,Truck,0,0,0,79120,79120,0
7/31/2018,Clark,Truck,0,0,0,79237,79237,0
7/31/2018,Clark,Passenger,1042,743,1785,308660,310445,0.57
8/31/2018,Clark,Truck,0,0,0,79299,79299,0
8/31/2018,Clark,Passenger,1069,764,1833,309230,311063,0.59
9/30/2018,Clark,Passenger,1089,783,1872,309730,311602,0.6
9/30/2018,Clark,Truck,0,0,0,79361,79361,0
10/31/2018,Clark,Passenger,1149,813,1962,310432,312394,0.63
10/31/2018,Clark,Truck,0,0,0,79574,79574,0
11/30/2018,Clark,Truck,0,0,0,79736,79736,0
11/30/2018,Clark,Passenger,1189,829,2018,311004,313022,0.64
12/31/2018,Clark,Passenger,1247,840,2087,311400,313487,0.67
12/31/2018,Clark,Truck,0,0,0,79835,79835,0
1/31/2019,Clark,Passenger,1314,867,2181,312098,314279,0.69
1/31/2019,Clark,Truck,0,0,0,79964,79964,0
2/28/2019,Clark,Passenger,1338,865,2203,311851,314054,0.7
2/28/2019,Clark,Truck,0,0,0,79975,79975,0
3/31/2019,Clark,Passenger,1359,881,2240,311983,314223,0.71
3/31/2019,Clark,Truck,0,0,0,79990,79990,0
4/30/2019,Clark,Passenger,1415,896,2311,312594,314905,0.73
4/30/2019,Clark,Truck,0,0,0,80104,80104,0
5/31/2019,Clark,Passenger,1476,913,2389,313267,315656,0.76
5/31/2019,Clark,Truck,0,0,0,80186,80186,0
6/30/2019,Clark,Passenger,1539,926,2465,313868,316333,0.78
6/30/2019,Clark,Truck,0,0,0,80332,80332,0
7/31/2019,Clark,Truck,0,0,0,80612,80612,0
7/31/2019,Clark,Passenger,1589,944,2533,314932,317465,0.8
8/31/2019,Clark,Passenger,1648,959,2607,315561,318168,0.82
8/31/2019,Clark,Truck,0,0,0,80860,80860,0
9/30/2019,Clark,Truck,0,0,0,80966,80966,0
9/30/2019,Clark,Passenger,1701,982,2683,316104,318787,0.84
10/31/2019,Clark,Truck,0,0,0,81149,81149,0
10/31/2019,Clark,Passenger,1783,1016,2799,316976,319775,0.88
11/30/2019,Clark,Truck,0,0,0,81276,81276,0
11/30/2019,Clark,Passenger,1806,1025,2831,317539,320370,0.88
12/31/2019,Clark,Passenger,1843,1042,2885,317748,320633,0.9
12/31/2019,Clark,Truck,0,0,0,81313,81313,0
1/31/2020,Clark,Truck,0,0,0,81763,81763,0
1/31/2020,Clark,Passenger,1940,1053,2993,319996,322989,0.93
2/29/2020,Clark,Passenger,1970,1057,3027,320561,323588,0.94
2/29/2020,Clark,Truck,0,0,0,81978,81978,0
3/31/2020,Clark,Truck,0,0,0,82046,82046,0
3/31/2020,Clark,Passenger,1983,1060,3043,320307,323350,0.94
4/30/2020,Clark,Passenger,1992,1055,3047,318767,321814,0.95
4/30/2020,Clark,Truck,0,0,0,81834,81834,0
5/31/2020,Clark,Passenger,2003,1054,3057,317516,320573,0.95
5/31/2020,Clark,Truck,0,0,0,81890,81890,0
6/30/2020,Clark,Truck,0,0,0,82223,82223,0
6/30/2020,Clark,Passenger,2014,1056,3070,317711,320781,0.96
7/31/2020,Clark,Passenger,2097,1064,3161,317987,321148,0.98
7/31/2020,Clark,Truck,0,0,0,82424,82424,0
8/31/2020,Clark,Truck,0,0,0,82711,82711,0
8/31/2020,Clark,Passenger,2135,1074,3209,318274,321483,1
9/30/2020,Clark,Truck,0,0,0,82864,82864,0
9/30/2020,Clark,Passenger,2174,1096,3270,318451,321721,1.02
10/31/2020,Clark,Passenger,2212,1119,3331,318882,322213,1.03
10/31/2020,Clark,Truck,0,0,0,83165,83165,0
11/30/2020,Clark,Truck,0,0,0,83226,83226,0
11/30/2020,Clark,Passenger,2284,1138,3422,318874,322296,1.06
12/31/2020,Clark,Passenger,2356,1178,3534,319558,323092,1.09
12/31/2020,Clark,Truck,0,0,0,83497,83497,0
1/31/2021,Clark,Passenger,2459,1209,3668,319453,323121,1.14
1/31/2021,Clark,Truck,0,0,0,83563,83563,0
2/28/2021,Clark,Passenger,2505,1243,3748,319001,322749,1.16
2/28/2021,Clark,Truck,0,0,0,83535,83535,0
3/31/2021,Clark,Truck,0,0,0,83849,83849,0
3/31/2021,Clark,Passenger,2578,1274,3852,320074,323926,1.19
4/30/2021,Clark,Passenger,2682,1328,4010,321680,325690,1.23
4/30/2021,Clark,Truck,0,0,0,84198,84198,0
5/31/2021,Clark,Passenger,2758,1366,4124,322009,326133,1.26
5/31/2021,Clark,Truck,0,0,0,84191,84191,0
6/30/2021,Clark,Passenger,2842,1421,4263,322613,326876,1.3
6/30/2021,Clark,Truck,0,0,0,84345,84345,0
7/31/2021,Clark,Truck,0,0,0,84273,84273,0
7/31/2021,Clark,Passenger,2978,1457,4435,322445,326880,1.36
8/31/2021,Clark,Truck,0,0,0,84183,84183,0
8/31/2021,Clark,Passenger,3073,1470,4543,322145,326688,1.39
